UBIGEO,total_localidades_pronatel,localidades_operativas,localidades_en_ejecucion,localidades_proyectadas,pct_operativo,pob_cubierta_operativo,iiee_cubiertos,eess_cubiertos,dp_cubiertos
061109,1,0,0,1,0.0,0,0,0,0
061110,2,0,0,2,0.0,0,0,0,0
061111,7,0,0,7,0.0,0,0,0,0
061112,6,0,0,6,0.0,0,0,0,0
061113,2,0,0,2,0.0,0,0,0,0
061201,11,0,0,11,0.0,0,0,0,0
061202,9,0,0,9,0.0,0,0,0,0
061203,1,0,0,1,0.0,0,0,0,0
061204,3,0,0,3,0.0,0,0,0,0
061301,4,0,0,4,0.0,0,0,0,0
061302,1,0,0,1,0.0,0,0,0,0
061303,9,0,0,9,0.0,0,0,0,0
061304,8,0,0,8,0.0,0,0,0,0
061305,4,0,0,4,0.0,0,0,0,0
061306,5,0,0,5,0.0,0,0,0,0
061307,9,0,0,9,0.0,0,0,0,0
061308,2,0,0,2,0.0,0,0,0,0
061310,3,0,0,3,0.0,0,0,0,0
061311,6,0,0,6,0.0,0,0,0,0
080102,2,2,0,0,100.0,862,2,1,0
080104,1,1,0,0,100.0,129,1,1,0
080201,1,1,0,0,100.0,421,1,0,0
080203,3,3,0,0,100.0,1463,5,1,0
080204,2,2,0,0,100.0,863,1,0,1
080205,5,5,0,0,100.0,1670,5,2,0
080206,7,7,0,0,100.0,1552,8,1,0
080207,1,1,0,0,100.0,1455,0,1,1
080301,2,2,0,0,100.0,839,2,0,0
080302,4,4,0,0,100.0,987,4,0,0
080304,3,3,0,0,100.0,1626,2,0,1
080305,2,2,0,0,100.0,258,2,1,0
080306,6,6,0,0,100.0,3165,5,2,1
080307,1,1,0,0,100.0,1729,1,1,1
080401,8,8,0,0,100.0,2361,7,2,0
080402,2,2,0,0,100.0,1009,2,1,0
080403,4,4,0,0,100.0,1366,3,2,0
080404,1,1,0,0,100.0,893,2,1,0
080405,5,5,0,0,100.0,2338,5,2,0
080406,3,3,0,0,100.0,1725,3,1,1
080407,2,2,0,0,100.0,1099,0,2,0
080408,1,1,0,0,100.0,249,1,0,0
080501,4,4,0,0,100.0,1588,5,1,0
080502,8,8,0,0,100.0,915,9,1,0
080503,3,3,0,0,100.0,329,4,0,0
080504,1,1,0,0,100.0,377,2,1,1
080505,5,5,0,0,100.0,1051,6,0,0
080507,6,6,0,0,100.0,779,7,2,0
080508,2,2,0,0,100.0,670,2,1,0
080601,3,3,0,0,100.0,1656,3,1,0
080603,1,1,0,0,100.0,290,0,1,0
080604,3,3,0,0,100.0,470,3,1,0
080605,1,1,0,0,100.0,4036,0,1,1
080701,14,14,0,0,100.0,2790,15,7,0
080702,2,2,0,0,100.0,1488,4,2,0
080703,6,6,0,0,100.0,1730,8,3,0
080704,9,9,0,0,100.0,2685,12,4,0
080705,3,3,0,0,100.0,610,4,1,0
080706,5,5,0,0,100.0,1768,6,2,0
080707,2,2,0,0,100.0,1140,3,1,0
080708,3,3,0,0,100.0,392,4,0,0
080803,3,3,0,0,100.0,426,4,1,0
080804,1,1,0,0,100.0,184,2,1,0
080805,1,1,0,0,100.0,2772,3,1,0
080806,3,3,0,0,100.0,631,4,2,0
080807,2,2,0,0,100.0,454,3,0,0
080808,1,1,0,0,100.0,407,2,1,0
080901,4,4,0,0,100.0,312,4,3,1
080902,10,10,0,0,100.0,4450,13,5,3
080903,3,3,0,0,100.0,2601,4,2,1
080904,3,3,0,0,100.0,1386,5,2,2
080905,2,2,0,0,100.0,630,2,2,0
080906,6,6,0,0,100.0,1376,9,3,0
080907,11,11,0,0,100.0,10735,13,6,0
080908,2,2,0,0,100.0,1902,3,1,1
080909,4,4,0,0,100.0,1444,4,1,0
080910,12,12,0,0,100.0,15830,13,5,1
080913,3,3,0,0,100.0,500,3,1,0
081001,3,3,0,0,100.0,503,3,0,0
081002,2,2,0,0,100.0,240,2,0,0
081003,2,2,0,0,100.0,1477,4,2,0
081004,2,2,0,0,100.0,387,1,1,0
081005,4,4,0,0,100.0,2628,5,1,1
081006,6,6,0,0,100.0,1996,8,3,0
081008,1,1,0,0,100.0,593,2,1,0
081009,2,2,0,0,100.0,727,3,1,1
081102,3,3,0,0,100.0,904,4,1,0
081103,6,6,0,0,100.0,2617,8,1,0
081104,10,10,0,0,100.0,3278,10,2,1
081105,11,11,0,0,100.0,4831,10,1,1
081106,2,2,0,0,100.0,3571,2,2,1
081201,2,2,0,0,100.0,281,4,0,0
081203,1,1,0,0,100.0,1913,0,1,1
081204,1,1,0,0,100.0,876,2,1,0
081205,12,12,0,0,100.0,3676,15,1,1
081209,1,1,0,0,100.0,740,0,1,1
081210,16,16,0,0,100.0,3264,17,0,0
081212,2,2,0,0,100.0,2840,1,2,1
081301,2,2,0,0,100.0,752,1,1,0
081302,3,3,0,0,100.0,787,2,1,0
081303,2,2,0,0,100.0,1718,1,1,1
081305,1,1,0,0,100.0,114,2,0,0
081306,1,1,0,0,100.0,391,1,0,0
090101,4,4,0,0,100.0,2741,5,3,0
090102,2,2,0,0,100.0,567,4,2,1
090103,29,29,0,0,100.0,8294,38,14,1
090105,2,2,0,0,100.0,38,1,2,0
090106,1,1,0,0,100.0,1111,2,1,1
090107,1,1,0,0,100.0,485,2,1,0
090108,2,2,0,0,100.0,718,2,1,1
090109,1,1,0,0,100.0,257,2,1,0
090110,4,4,0,0,100.0,491,3,3,0
090111,1,1,0,0,100.0,474,2,1,0
090112,1,1,0,0,100.0,392,1,1,1
090113,2,2,0,0,100.0,451,2,1,0
090114,4,4,0,0,100.0,552,2,3,0
090115,1,1,0,0,100.0,365,2,1,0
090116,3,3,0,0,100.0,410,2,3,0
090117,26,26,0,0,100.0,14344,37,18,1
090119,5,5,0,0,100.0,1562,8,2,0
090201,1,1,0,0,100.0,142,2,1,0
090202,2,2,0,0,100.0,1016,3,1,0
090203,9,9,0,0,100.0,2569,11,7,0
090204,1,1,0,0,100.0,190,2,1,0
090205,1,1,0,0,100.0,21,0,1,0
090206,6,6,0,0,100.0,1481,8,4,0
090207,1,1,0,0,100.0,204,0,1,0
090301,16,16,0,0,100.0,4335,15,8,0
090302,11,11,0,0,100.0,3588,13,6,0
090303,1,1,0,0,100.0,534,2,1,0
090304,1,1,0,0,100.0,440,2,1,0
090306,4,4,0,0,100.0,1120,6,4,0
090310,3,3,0,0,100.0,1055,3,0,0
090311,2,2,0,0,100.0,545,1,2,0
090312,3,3,0,0,100.0,1240,5,1,0
090402,2,2,0,0,100.0,397,2,2,1
090404,1,1,0,0,100.0,188,1,1,0
090406,1,1,0,0,100.0,157,1,1,0
090407,3,3,0,0,100.0,491,3,3,1
090408,1,1,0,0,100.0,158,0,1,0
090409,1,1,0,0,100.0,116,2,0,0
090410,1,1,0,0,100.0,241,1,1,0
090411,1,1,0,0,100.0,206,0,1,0
090412,1,1,0,0,100.0,367,2,1,1
090502,5,5,0,0,100.0,1044,6,3,0
090503,2,2,0,0,100.0,519,4,1,0
090504,3,3,0,0,100.0,668,4,2,0
090506,3,3,0,0,100.0,1582,5,2,0
090507,6,6,0,0,100.0,1814,7,4,1
090509,3,3,0,0,100.0,2227,4,1,1
090510,4,4,0,0,100.0,642,6,2,0
090511,3,3,0,0,100.0,753,3,2,0
090602,1,1,0,0,100.0,294,1,1,0
090603,2,2,0,0,100.0,509,3,1,1
090604,1,1,0,0,100.0,290,1,1,0
090605,1,1,0,0,100.0,690,2,1,0
090606,4,4,0,0,100.0,346,3,3,0
090607,1,1,0,0,100.0,784,2,1,1
090608,1,1,0,0,100.0,716,2,1,0
090609,1,1,0,0,100.0,146,1,1,0
090610,1,1,0,0,100.0,155,1,1,0
090611,1,1,0,0,100.0,313,2,1,0
090612,1,1,0,0,100.0,377,1,1,0
090613,4,4,0,0,100.0,606,3,4,1
090614,1,1,0,0,100.0,241,1,1,0
090615,2,2,0,0,100.0,436,1,2,0
090616,1,1,0,0,100.0,310,2,1,0
090701,5,5,0,0,100.0,1273,5,3,0
090702,2,2,0,0,100.0,338,2,2,0
090703,3,3,0,0,100.0,498,4,1,0
090704,5,5,0,0,100.0,1572,5,3,0
090705,3,3,0,0,100.0,894,2,2,0
090706,3,3,0,0,100.0,1128,3,1,0
090707,2,2,0,0,100.0,1509,3,2,1
090709,5,5,0,0,100.0,1904,8,5,0
090710,1,1,0,0,100.0,474,0,1,0
090711,3,3,0,0,100.0,710,4,1,0
090713,1,1,0,0,100.0,686,2,1,0
090714,5,5,0,0,100.0,1163,8,4,0
090715,5,5,0,0,100.0,1045,8,4,0
090716,3,3,0,0,100.0,724,3,2,0
090717,4,4,0,0,100.0,1418,6,3,1
090718,2,2,0,0,100.0,817,4,2,0
090719,7,7,0,0,100.0,2274,9,4,0
090720,3,3,0,0,100.0,1007,4,1,0
090722,1,1,0,0,100.0,291,1,1,0
090723,1,1,0,0,100.0,629,2,1,0
100101,4,0,4,0,0.0,0,0,0,0
100102,8,0,8,0,0.0,0,0,0,0
100103,6,0,6,0,0.0,0,0,0,0
100104,14,0,14,0,0.0,0,0,0,0
100105,5,0,5,0,0.0,0,0,0,0
100106,4,0,4,0,0.0,0,0,0,0
100107,2,0,2,0,0.0,0,0,0,0
100108,3,0,3,0,0.0,0,0,0,0
100109,13,0,13,0,0.0,0,0,0,0
100110,1,0,1,0,0.0,0,0,0,0
100111,1,0,1,0,0.0,0,0,0,0
100112,4,0,4,0,0.0,0,0,0,0
100113,11,0,11,0,0.0,0,0,0,0
100201,7,0,7,0,0.0,0,0,0,0
100202,1,0,1,0,0.0,0,0,0,0
100203,5,0,5,0,0.0,0,0,0,0
100204,1,0,1,0,0.0,0,0,0,0
100205,5,0,5,0,0.0,0,0,0,0
100206,2,0,2,0,0.0,0,0,0,0
100207,5,0,5,0,0.0,0,0,0,0
100208,1,0,1,0,0.0,0,0,0,0
100307,5,0,5,0,0.0,0,0,0,0
100311,4,0,4,0,0.0,0,0,0,0
100313,3,0,3,0,0.0,0,0,0,0
100316,2,0,2,0,0.0,0,0,0,0
100317,6,0,6,0,0.0,0,0,0,0
100321,2,0,2,0,0.0,0,0,0,0
100322,3,0,3,0,0.0,0,0,0,0
100323,1,0,1,0,0.0,0,0,0,0
100401,1,0,1,0,0.0,0,0,0,0
100402,6,0,6,0,0.0,0,0,0,0
100403,2,0,2,0,0.0,0,0,0,0
100404,7,0,7,0,0.0,0,0,0,0
100501,5,0,5,0,0.0,0,0,0,0
100502,1,0,1,0,0.0,0,0,0,0
100503,5,0,5,0,0.0,0,0,0,0
100504,12,0,12,0,0.0,0,0,0,0
100505,3,0,3,0,0.0,0,0,0,0
100506,4,0,4,0,0.0,0,0,0,0
100507,11,0,11,0,0.0,0,0,0,0
100508,1,0,1,0,0.0,0,0,0,0
100509,6,0,6,0,0.0,0,0,0,0
100510,6,0,6,0,0.0,0,0,0,0
100511,4,0,4,0,0.0,0,0,0,0
100601,3,0,3,0,0.0,0,0,0,0
100602,3,0,3,0,0.0,0,0,0,0
100603,3,0,3,0,0.0,0,0,0,0
100604,8,0,8,0,0.0,0,0,0,0
100605,5,0,5,0,0.0,0,0,0,0
100606,2,0,2,0,0.0,0,0,0,0
100607,1,0,1,0,0.0,0,0,0,0
100701,12,0,12,0,0.0,0,0,0,0
100702,1,0,1,0,0.0,0,0,0,0
100703,3,0,3,0,0.0,0,0,0,0
100704,5,0,5,0,0.0,0,0,0,0
100705,1,0,1,0,0.0,0,0,0,0
100801,7,0,7,0,0.0,0,0,0,0
100802,4,0,4,0,0.0,0,0,0,0
100803,11,0,11,0,0.0,0,0,0,0
100804,10,0,10,0,0.0,0,0,0,0
100901,4,0,4,0,0.0,0,0,0,0
100902,7,0,7,0,0.0,0,0,0,0
100903,8,0,8,0,0.0,0,0,0,0
100904,2,0,2,0,0.0,0,0,0,0
100905,2,0,2,0,0.0,0,0,0,0
101001,3,0,3,0,0.0,0,0,0,0
101002,2,0,2,0,0.0,0,0,0,0
101003,1,0,1,0,0.0,0,0,0,0
101004,1,0,1,0,0.0,0,0,0,0
101005,5,0,5,0,0.0,0,0,0,0
101006,4,0,4,0,0.0,0,0,0,0
101007,2,0,2,0,0.0,0,0,0,0
101101,3,0,3,0,0.0,0,0,0,0
101103,2,0,2,0,0.0,0,0,0,0
101104,8,0,8,0,0.0,0,0,0,0
101106,8,0,8,0,0.0,0,0,0,0
101107,3,0,3,0,0.0,0,0,0,0
101108,1,0,1,0,0.0,0,0,0,0
110102,1,1,0,0,100.0,543,0,1,0
110103,4,4,0,0,100.0,12856,0,4,1
110104,2,2,0,0,100.0,286,0,2,0
110105,1,1,0,0,100.0,6679,0,1,1
110107,4,4,0,0,100.0,3731,0,4,1
110109,4,4,0,0,100.0,3715,3,2,1
110111,7,7,0,0,100.0,8230,4,4,0
110113,3,3,0,0,100.0,4968,0,3,0
110114,3,3,0,0,100.0,252,1,3,0
110202,1,1,0,0,100.0,295,1,0,0
110203,2,2,0,0,100.0,174,2,1,0
110204,4,4,0,0,100.0,1921,4,1,0
110205,5,5,0,0,100.0,3045,4,2,0
110208,1,1,0,0,100.0,349,1,1,0
110209,2,2,0,0,100.0,625,2,2,0
110301,2,2,0,0,100.0,540,1,1,0
110302,5,5,0,0,100.0,1426,6,3,0
110303,3,3,0,0,100.0,2188,1,3,1
110305,3,3,0,0,100.0,467,1,3,0
110401,1,1,0,0,100.0,59,0,1,0
110402,3,3,0,0,100.0,1420,4,1,0
110403,2,2,0,0,100.0,457,2,1,0
110404,3,3,0,0,100.0,649,3,3,0
110405,1,1,0,0,100.0,263,0,1,0
110502,1,1,0,0,100.0,508,1,1,0
110503,5,5,0,0,100.0,3984,4,4,2
110504,5,5,0,0,100.0,6658,2,4,1
110505,2,2,0,0,100.0,4579,2,1,0
110507,1,1,0,0,100.0,88,1,0,0
120101,1,0,1,0,0.0,0,0,0,0
120104,1,0,1,0,0.0,0,0,0,0
120105,3,0,3,0,0.0,0,0,0,0
120106,2,0,2,0,0.0,0,0,0,0
120107,1,0,1,0,0.0,0,0,0,0
120108,2,0,2,0,0.0,0,0,0,0
120111,3,0,3,0,0.0,0,0,0,0
120112,1,0,1,0,0.0,0,0,0,0
120113,1,0,1,0,0.0,0,0,0,0
120114,8,0,8,0,0.0,0,0,0,0
120119,1,0,1,0,0.0,0,0,0,0
120120,1,0,1,0,0.0,0,0,0,0
120122,2,0,2,0,0.0,0,0,0,0
120124,6,0,6,0,0.0,0,0,0,0
120126,4,0,4,0,0.0,0,0,0,0
120127,3,0,3,0,0.0,0,0,0,0
120128,3,0,3,0,0.0,0,0,0,0
120129,1,0,1,0,0.0,0,0,0,0
120132,2,0,2,0,0.0,0,0,0,0
120133,5,0,5,0,0.0,0,0,0,0
120134,1,0,1,0,0.0,0,0,0,0
120135,1,0,1,0,0.0,0,0,0,0
120136,1,0,1,0,0.0,0,0,0,0
120201,2,0,2,0,0.0,0,0,0,0
120202,2,0,2,0,0.0,0,0,0,0
120203,7,0,7,0,0.0,0,0,0,0
120204,1,0,1,0,0.0,0,0,0,0
120205,4,0,4,0,0.0,0,0,0,0
120206,7,0,7,0,0.0,0,0,0,0
120207,1,0,1,0,0.0,0,0,0,0
120208,1,0,1,0,0.0,0,0,0,0
120209,1,0,1,0,0.0,0,0,0,0
120210,2,0,2,0,0.0,0,0,0,0
120211,3,0,3,0,0.0,0,0,0,0
120212,1,0,1,0,0.0,0,0,0,0
120213,3,0,3,0,0.0,0,0,0,0
120214,7,0,7,0,0.0,0,0,0,0
120215,3,0,3,0,0.0,0,0,0,0
120302,17,0,17,0,0.0,0,0,0,0
120303,18,0,18,0,0.0,0,0,0,0
120304,4,0,4,0,0.0,0,0,0,0
120305,5,0,5,0,0.0,0,0,0,0
120306,2,0,2,0,0.0,0,0,0,0
120402,6,0,6,0,0.0,0,0,0,0
120403,5,0,5,0,0.0,0,0,0,0
120404,1,0,1,0,0.0,0,0,0,0
120405,1,0,1,0,0.0,0,0,0,0
120406,1,0,1,0,0.0,0,0,0,0
120407,1,0,1,0,0.0,0,0,0,0
120408,1,0,1,0,0.0,0,0,0,0
120409,1,0,1,0,0.0,0,0,0,0
120410,2,0,2,0,0.0,0,0,0,0
120411,1,0,1,0,0.0,0,0,0,0
120412,1,0,1,0,0.0,0,0,0,0
120414,1,0,1,0,0.0,0,0,0,0
120416,1,0,1,0,0.0,0,0,0,0
120417,1,0,1,0,0.0,0,0,0,0
120418,2,0,2,0,0.0,0,0,0,0
120419,1,0,1,0,0.0,0,0,0,0
120420,1,0,1,0,0.0,0,0,0,0
120422,1,0,1,0,0.0,0,0,0,0
120423,3,0,3,0,0.0,0,0,0,0
120424,1,0,1,0,0.0,0,0,0,0
120425,2,0,2,0,0.0,0,0,0,0
120426,3,0,3,0,0.0,0,0,0,0
120427,1,0,1,0,0.0,0,0,0,0
120428,1,0,1,0,0.0,0,0,0,0
120429,1,0,1,0,0.0,0,0,0,0
120431,7,0,7,0,0.0,0,0,0,0
120432,1,0,1,0,0.0,0,0,0,0
120433,2,0,2,0,0.0,0,0,0,0
120501,3,0,3,0,0.0,0,0,0,0
120503,1,0,1,0,0.0,0,0,0,0
120504,3,0,3,0,0.0,0,0,0,0
120601,3,0,3,0,0.0,0,0,0,0
120602,2,0,2,0,0.0,0,0,0,0
120603,6,0,6,0,0.0,0,0,0,0
120604,18,0,18,0,0.0,0,0,0,0
120606,27,0,27,0,0.0,0,0,0,0
120607,6,0,6,0,0.0,0,0,0,0
120608,18,0,18,0,0.0,0,0,0,0
120609,2,0,2,0,0.0,0,0,0,0
120701,9,0,9,0,0.0,0,0,0,0
120702,9,0,9,0,0.0,0,0,0,0
120703,2,0,2,0,0.0,0,0,0,0
120704,7,0,7,0,0.0,0,0,0,0
120706,3,0,3,0,0.0,0,0,0,0
120707,2,0,2,0,0.0,0,0,0,0
120708,1,0,1,0,0.0,0,0,0,0
120709,5,0,5,0,0.0,0,0,0,0
120801,2,0,2,0,0.0,0,0,0,0
120803,1,0,1,0,0.0,0,0,0,0
120804,1,0,1,0,0.0,0,0,0,0
120805,1,0,1,0,0.0,0,0,0,0
120806,1,0,1,0,0.0,0,0,0,0
120807,1,0,1,0,0.0,0,0,0,0
120809,1,0,1,0,0.0,0,0,0,0
120901,2,0,2,0,0.0,0,0,0,0
120902,1,0,1,0,0.0,0,0,0,0
120903,2,0,2,0,0.0,0,0,0,0
120904,3,0,3,0,0.0,0,0,0,0
120905,1,0,1,0,0.0,0,0,0,0
120906,4,0,4,0,0.0,0,0,0,0
120907,4,0,4,0,0.0,0,0,0,0
120908,1,0,1,0,0.0,0,0,0,0
120909,3,0,3,0,0.0,0,0,0,0
130106,5,0,5,0,0.0,0,0,0,0
130107,1,0,1,0,0.0,0,0,0,0
130108,1,0,1,0,0.0,0,0,0,0
130110,2,0,2,0,0.0,0,0,0,0
130203,1,0,1,0,0.0,0,0,0,0
130204,1,0,1,0,0.0,0,0,0,0
130205,2,0,2,0,0.0,0,0,0,0
130208,4,0,4,0,0.0,0,0,0,0
130302,3,0,3,0,0.0,0,0,0,0
130303,2,0,2,0,0.0,0,0,0,0
130304,4,0,4,0,0.0,0,0,0,0
130305,6,0,6,0,0.0,0,0,0,0
130306,1,0,1,0,0.0,0,0,0,0
130401,4,0,4,0,0.0,0,0,0,0
130402,3,0,3,0,0.0,0,0,0,0
130403,4,0,4,0,0.0,0,0,0,0
130501,29,0,29,0,0.0,0,0,0,0
130502,17,0,17,0,0.0,0,0,0,0
130503,22,0,22,0,0.0,0,0,0,0
130504,20,0,20,0,0.0,0,0,0,0
130601,36,0,36,0,0.0,0,0,0,0
130602,24,0,24,0,0.0,0,0,0,0
130604,8,0,8,0,0.0,0,0,0,0
130605,11,0,11,0,0.0,0,0,0,0
130606,2,0,2,0,0.0,0,0,0,0
130608,6,0,6,0,0.0,0,0,0,0
130610,2,0,2,0,0.0,0,0,0,0
130611,10,0,10,0,0.0,0,0,0,0
130613,5,0,5,0,0.0,0,0,0,0
130614,50,0,50,0,0.0,0,0,0,0
130701,2,0,2,0,0.0,0,0,0,0
130702,2,0,2,0,0.0,0,0,0,0
130705,3,0,3,0,0.0,0,0,0,0
130801,23,0,23,0,0.0,0,0,0,0
130802,10,0,10,0,0.0,0,0,0,0
130803,25,0,25,0,0.0,0,0,0,0
130804,17,0,17,0,0.0,0,0,0,0
130805,3,0,3,0,0.0,0,0,0,0
130806,12,0,12,0,0.0,0,0,0,0
130808,21,0,21,0,0.0,0,0,0,0
130809,5,0,5,0,0.0,0,0,0,0
130810,7,0,7,0,0.0,0,0,0,0
130811,4,0,4,0,0.0,0,0,0,0
130812,5,0,5,0,0.0,0,0,0,0
130813,5,0,5,0,0.0,0,0,0,0
130901,24,0,24,0,0.0,0,0,0,0
130902,34,0,34,0,0.0,0,0,0,0
130903,21,0,21,0,0.0,0,0,0,0
130904,10,0,10,0,0.0,0,0,0,0
130905,19,0,19,0,0.0,0,0,0,0
130906,25,0,25,0,0.0,0,0,0,0
130907,23,0,23,0,0.0,0,0,0,0
130908,17,0,17,0,0.0,0,0,0,0
131001,16,0,16,0,0.0,0,0,0,0
131002,6,0,6,0,0.0,0,0,0,0
131003,5,0,5,0,0.0,0,0,0,0
131004,3,0,3,0,0.0,0,0,0,0
131005,4,0,4,0,0.0,0,0,0,0
131006,25,0,25,0,0.0,0,0,0,0
131007,8,0,8,0,0.0,0,0,0,0
131008,13,0,13,0,0.0,0,0,0,0
131101,6,0,6,0,0.0,0,0,0,0
131102,12,0,12,0,0.0,0,0,0,0
131103,2,0,2,0,0.0,0,0,0,0
131104,12,0,12,0,0.0,0,0,0,0
131201,10,0,10,0,0.0,0,0,0,0
131202,4,0,4,0,0.0,0,0,0,0
131203,1,0,1,0,0.0,0,0,0,0
140101,1,1,0,0,100.0,316,0,1,0
140102,9,9,0,0,100.0,5304,9,1,0
140103,2,2,0,0,100.0,1505,2,0,0
140105,1,1,0,0,100.0,418,1,0,0
140106,3,3,0,0,100.0,1132,3,1,0
140107,5,5,0,0,100.0,7193,6,4,1
140108,11,11,0,0,100.0,5089,8,2,0
140109,3,3,0,0,100.0,2603,5,2,1
140110,8,8,0,0,100.0,1757,5,2,0
140111,3,3,0,0,100.0,2474,3,1,0
140112,2,2,0,0,100.0,19059,1,1,0
140113,5,5,0,0,100.0,5643,4,1,0
140115,5,5,0,0,100.0,2767,4,3,0
140116,4,4,0,0,100.0,1732,4,1,0
140117,5,5,0,0,100.0,5089,7,1,0
140118,2,2,0,0,100.0,1048,2,0,0
140119,4,4,0,0,100.0,1987,6,0,0
140120,2,2,0,0,100.0,1037,2,0,0
140201,1,1,0,0,100.0,474,1,0,0
140202,3,3,0,0,100.0,914,3,1,1
140203,32,32,0,0,100.0,8989,32,10,2
140204,2,2,0,0,100.0,85,1,1,0
140205,19,19,0,0,100.0,9417,23,5,0
140206,2,2,0,0,100.0,15084,1,1,0
140301,16,16,0,0,100.0,5762,17,2,0
140302,1,1,0,0,100.0,477,1,1,0
140303,8,8,0,0,100.0,2820,8,2,0
140304,13,13,0,0,100.0,7036,14,1,0
140305,16,16,0,0,100.0,6731,15,3,0
140306,45,45,0,0,100.0,42333,50,20,3
140307,16,16,0,0,100.0,8204,16,4,0
140308,49,49,0,0,100.0,18047,47,11,0
140309,9,9,0,0,100.0,6474,11,1,1
140310,19,19,0,0,100.0,4754,20,6,1
140311,2,2,0,0,100.0,15584,3,2,1
140312,18,18,0,0,100.0,8681,20,5,0
150201,6,6,0,0,100.0,2794,3,6,0
150202,4,4,0,0,100.0,1356,4,4,0
150203,7,7,0,0,100.0,3724,6,5,0
150204,7,7,0,0,100.0,3665,6,3,0
150301,2,2,0,0,100.0,535,2,1,0
150302,2,2,0,0,100.0,538,2,2,0
150303,3,3,0,0,100.0,642,4,1,1
150304,5,5,0,0,100.0,1051,5,1,0
150305,1,1,0,0,100.0,227,2,1,0
150401,2,2,0,0,100.0,355,2,2,0
150402,2,2,0,0,100.0,443,1,2,0
150403,3,3,0,0,100.0,666,2,3,0
150404,2,2,0,0,100.0,667,4,2,0
150406,2,2,0,0,100.0,343,0,2,0
150407,8,8,0,0,100.0,4298,8,2,1
150501,9,9,0,0,100.0,9096,7,2,1
150502,3,3,0,0,100.0,5302,2,1,0
150503,2,2,0,0,100.0,1218,2,1,1
150505,1,1,0,0,100.0,1392,0,1,0
150506,1,1,0,0,100.0,591,1,1,0
150507,2,2,0,0,100.0,3471,1,1,0
150508,2,2,0,0,100.0,1500,2,0,0
150509,3,3,0,0,100.0,4229,2,1,1
150510,8,8,0,0,100.0,17146,3,5,1
150511,1,1,0,0,100.0,327,1,0,0
150512,1,1,0,0,100.0,1202,1,1,0
150514,4,4,0,0,100.0,4584,3,3,0
150515,1,1,0,0,100.0,407,1,0,0
150516,1,1,0,0,100.0,978,2,1,1
150601,13,13,0,0,100.0,11676,7,9,0
150602,3,3,0,0,100.0,482,2,3,0
150603,4,4,0,0,100.0,880,4,4,0
150604,5,5,0,0,100.0,4938,2,3,0
150605,7,7,0,0,100.0,17334,2,4,1
150606,5,5,0,0,100.0,1228,4,4,0
150607,2,2,0,0,100.0,353,1,2,0
150608,3,3,0,0,100.0,677,1,3,0
150609,2,2,0,0,100.0,683,1,2,0
150610,3,3,0,0,100.0,642,1,3,0
150611,4,4,0,0,100.0,553,2,4,0
150612,2,2,0,0,100.0,449,1,2,0
150702,1,1,0,0,100.0,409,2,1,0
150703,1,1,0,0,100.0,711,1,1,0
150704,1,1,0,0,100.0,353,1,1,0
150705,1,1,0,0,100.0,536,1,1,0
150706,3,3,0,0,100.0,347,1,3,0
150707,2,2,0,0,100.0,657,1,2,0
150708,1,1,0,0,100.0,633,2,1,0
150709,1,1,0,0,100.0,100,1,1,0
150710,2,2,0,0,100.0,349,1,2,0
150711,2,2,0,0,100.0,737,2,2,0
150712,1,1,0,0,100.0,705,1,1,0
150713,1,1,0,0,100.0,258,1,1,0
150714,1,1,0,0,100.0,437,1,0,0
150715,2,2,0,0,100.0,985,2,1,0
150716,2,2,0,0,100.0,288,1,1,0
150717,1,1,0,0,100.0,219,0,1,0
150718,1,1,0,0,100.0,887,2,1,1
150719,1,1,0,0,100.0,769,0,1,0
150720,1,1,0,0,100.0,251,1,1,0
150721,2,2,0,0,100.0,1135,3,2,1
150723,3,3,0,0,100.0,585,2,3,0
150724,1,1,0,0,100.0,765,1,1,0
150725,1,1,0,0,100.0,217,0,1,0
150726,3,3,0,0,100.0,360,0,3,0
150727,1,1,0,0,100.0,1552,1,1,1
150728,1,1,0,0,100.0,2231,1,1,0
150729,1,1,0,0,100.0,351,1,1,0
150730,1,1,0,0,100.0,358,1,1,0
150731,1,1,0,0,100.0,98,1,1,0
150732,1,1,0,0,100.0,1096,0,1,1
150801,1,1,0,0,100.0,1381,1,0,0
150802,1,1,0,0,100.0,522,1,1,1
150804,2,2,0,0,100.0,354,2,1,0
150806,3,3,0,0,100.0,2763,2,1,0
150807,5,5,0,0,100.0,898,5,2,0
150808,2,2,0,0,100.0,498,2,1,0
150809,2,2,0,0,100.0,408,3,1,0
150810,2,2,0,0,100.0,869,3,0,0
150811,9,9,0,0,100.0,10444,9,4,1
150812,5,5,0,0,100.0,17667,1,4,0
150901,4,4,0,0,100.0,1212,4,1,0
150902,1,1,0,0,100.0,359,1,1,0
150903,2,2,0,0,100.0,420,2,1,0
150904,1,1,0,0,100.0,421,1,1,0
150905,1,1,0,0,100.0,317,1,1,0
150906,3,3,0,0,100.0,482,3,1,0
151001,2,2,0,0,100.0,205,2,1,0
151002,1,1,0,0,100.0,278,2,1,0
151003,3,3,0,0,100.0,544,3,1,0
151004,1,1,0,0,100.0,604,2,1,0
151005,1,1,0,0,100.0,172,1,1,0
151006,2,2,0,0,100.0,333,2,1,0
151007,1,1,0,0,100.0,144,0,1,0
151008,2,2,0,0,100.0,829,3,1,1
